HH,hour,plug,value
13,168,1,137349.09800000084
13,168,2,5871.136000000023
13,168,3,315504.5099999989
13,168,4,3.942
13,168,7,6967.552999999951
0,169,3,1.8559999999999999
0,169,5,4860.836999999947
0,169,6,3791.1240000000007
0,169,7,37389.109000000055
0,169,9,5298.543000000035
0,169,11,34157.68500000006
1,169,2,66706.53600000025
1,169,3,21406.37699999982
1,169,5,22904.029999999802
2,169,2,32943.4039999999
2,169,4,6202.276999999975
2,169,5,8100.153999999973
3,169,0,71358.93499999992
3,169,1,24658.922999999835
5,169,0,2694.912000000015
5,169,1,4391.192999999977
6,169,0,37676.79400000012
6,169,1,5.852
6,169,4,130192.31500000047
6,169,8,2.091
6,169,10,5864.397999999987
7,169,0,43812.798000000184
7,169,1,2068.3610000000062
7,169,2,3375.4020000000087
7,169,4,2539.3560000000057
7,169,6,30697.90000000006
8,169,2,2.293
8,169,4,10861.681000000035
8,169,5,5.752
8,169,9,73378.55500000001
9,169,1,13779.448999999982
9,169,2,3.108
9,169,7,20885.4830000001
9,169,8,48339.777000000075
10,169,1,38177.18600000022
10,169,2,13697.389000000047
11,169,2,34192.81900000012
12,169,0,11288.83599999994
13,169,0,22653.67600000013
13,169,1,21177.12899999998
13,169,2,6072.422000000013
13,169,3,48635.37099999985
13,169,4,2.8930000000000002
13,169,7,6921.9609999999375
0,170,3,8.064
0,170,5,4544.745999999964
0,170,6,3553.179000000004
0,170,7,37980.2470000001
0,170,9,5302.690000000052
0,170,11,34891.744999999915
1,170,2,67589.44300000032
1,170,3,18778.39699999988
1,170,5,21407.294999999835
2,170,2,28816.4549999999
2,170,4,6195.99899999997
2,170,5,7584.242999999977
3,170,0,72274.12200000003
3,170,1,21514.493999999926
5,170,0,2692.8050000000117
5,170,1,4395.490999999975
6,170,0,33017.10400000024
6,170,1,24.995000000000005
6,170,4,132169.71200000058
6,170,8,9.693999999999999
6,170,10,5497.058999999991
7,170,0,38429.25400000003
7,170,1,2076.111000000005
7,170,2,3366.7830000000063
7,170,4,2542.569000000008
7,170,6,31123.546
8,170,2,9.129
8,170,4,10142.824000000035
8,170,5,25.218999999999998
8,170,9,74580.54399999992
9,170,1,12880.704999999985
9,170,2,13.520000000000001
9,170,7,18275.81700000008
9,170,8,42223.66500000023
10,170,1,33481.065000000126
10,170,2,12783.419000000022
11,170,2,34661.363000000114
12,170,0,10571.194999999936
13,170,0,19855.908000000025
13,170,1,18512.053999999986
13,170,2,6068.527000000016
13,170,3,42585.7189999999
13,170,4,13.027
13,170,7,6480.687999999943
0,171,3,4.223
0,171,5,3596.6629999999814
0,171,6,2803.438999999998
0,171,7,37588.97600000001
0,171,9,5237.805000000038
0,171,11,34490.45900000005
1,171,2,67335.59000000023
1,171,3,18567.282999999872
1,171,5,16960.09699999985
2,171,2,28393.828999999878
2,171,4,6120.3559999999625
2,171,5,6011.505999999988
3,171,0,71888.41500000007
3,171,1,21208.89299999988
5,171,0,2664.3440000000137
5,171,1,4345.196999999984
6,171,0,32487.54900000015
6,171,1,13.674999999999999
6,171,4,131488.26000000062
6,171,8,5.123
6,171,10,4351.983000000009
7,171,0,37888.672000000006
7,171,1,2041.0910000000065
7,171,2,3338.5520000000147
7,171,4,2511.0590000000093
7,171,6,30915.507000000034
8,171,2,5.019
8,171,4,8028.107999999988
8,171,5,13.546
8,171,9,73997.8859999999
9,171,1,10216.984000000028
9,171,2,7.219000000000001
9,171,7,17993.008000000085
9,171,8,41681.74500000005
10,171,1,32938.3180000001
10,171,2,10133.477000000037
11,171,2,34459.90800000016
12,171,0,8364.291999999954
13,171,0,19515.709
13,171,1,18246.02599999997
13,171,2,6005.444000000015
13,171,3,41907.875999999866
13,171,4,7.013
13,171,7,5126.998999999963
0,172,3,4.242999999999999
0,172,5,4713.18699999996
0,172,6,3657.5229999999992
0,172,7,36964.38800000008
0,172,9,5147.932000000034
0,172,11,33886.01700000005
1,172,2,65823.35200000019
1,172,3,18200.236999999855
1,172,5,22164.790999999816
2,172,2,27893.041999999903
2,172,4,6021.691999999967
2,172,5,7838.801999999981
3,172,0,70365.92100000007
3,172,1,20806.34599999994
5,172,0,2625.6390000000147
5,172,1,4264.671999999981
6,172,0,31960.497000000236
6,172,1,13.476999999999999
6,172,4,128675.85700000073
6,172,8,5.186999999999999
6,172,10,5677.116999999994
7,172,0,37229.045999999995
7,172,1,2013.1890000000071
7,172,2,3271.742000000014
7,172,4,2462.167000000009
7,172,6,30278.211000000076
8,172,2,5.0600000000000005
8,172,4,10505.767000000054
8,172,5,13.568999999999999
8,172,9,72601.88999999991
9,172,1,13336.420999999988
9,172,2,7.388
9,172,7,17732.43800000009
9,172,8,40919.09500000012
10,172,1,32404.742000000162
10,172,2,13238.53000000004
11,172,2,33756.07100000009
12,172,0,10929.077999999923
13,172,0,19164.642
13,172,1,17936.163000000004
13,172,2,5893.380000000027
13,172,3,41194.70499999986
13,172,4,6.958
13,172,7,6714.7729999999465
0,173,3,8.652
0,173,5,4802.80199999996
0,173,6,3730.849000000003
0,173,7,37649.599000000046
0,173,9,6123.241000000035
0,173,11,34339.72000000006
1,173,2,67026.05900000031
1,173,3,18655.60999999989
1,173,5,22587.940999999788
2,173,2,28699.564999999813
2,173,4,7176.384999999959
2,173,5,7992.9989999999725
3,173,0,71659.10800000001
3,173,1,21407.87499999989
5,173,0,3123.8250000000135
5,173,1,5076.542999999974
6,173,0,32850.57300000019
6,173,1,27.166999999999994
6,173,4,131109.8400000005
6,173,8,10.23
6,173,10,5783.834999999991
7,173,0,38276.94400000006
7,173,1,2400.4060000000068
7,173,2,3908.2090000000107
7,173,4,2936.7160000000076
7,173,6,30852.084000000035
8,173,2,9.975
8,173,4,10708.345000000085
8,173,5,27.082
8,173,9,73899.37399999979
9,173,1,13581.721999999974
9,173,2,14.925999999999998
9,173,7,18214.221000000107
9,173,8,42032.66200000008
10,173,1,33335.22600000008
10,173,2,13479.050000000072
11,173,2,34465.24100000006
12,173,0,11136.761999999913
13,173,0,19666.796000000006
13,173,1,18437.974999999955
13,173,2,7029.6170000000175
13,173,3,42367.63599999977
13,173,4,13.817999999999998
13,173,7,6829.390999999942
0,174,3,7.286
0,174,5,4811.676999999962
0,174,6,3742.842999999996
0,174,7,37638.60699999995
0,174,9,2919.524000000026
0,174,11,34609.12500000003
1,174,1,72.478
1,174,2,67258.74300000018
1,174,3,18708.101999999886
1,174,5,22606.620999999795
1,174,6,34.451
2,174,1,57.911
2,174,2,28621.913999999895
2,174,4,3416.8929999999746
2,174,5,7999.743999999983
2,174,6,55.145
3,174,0,71724.05200000011
3,174,1,21358.011999999828
5,174,0,1488.9850000000122
5,174,1,2423.83900000001
6,174,0,32791.318000000225
6,174,1,23.221999999999998
6,174,4,131336.7470000008
6,174,8,9.027000000000003
6,174,10,5786.279000000002
6,174,12,26.972
7,174,0,38205.95500000007
7,174,1,1138.1770000000008
7,174,2,1857.4059999999963
7,174,4,1399.5450000000092
7,174,6,30839.561000000132
7,174,8,52.334
8,174,2,8.756
8,174,4,10715.269000000053
8,174,5,23.410999999999994
8,174,9,73982.3079999999
9,174,1,13620.381999999994
9,174,2,12.583
9,174,7,18137.57200000014
9,174,8,42019.60200000009
9,174,9,87.78399999999999
9,174,10,94.248
10,174,0,36.235
10,174,1,33264.804000000186
10,174,2,13510.005000000061
11,174,2,34206.692000000134
12,174,0,11162.651999999938
12,174,1,126.50999999999999
13,174,0,19659.73300000002
13,174,1,18401.742999999966
13,174,2,3344.811000000014
13,174,3,42291.466999999866
13,174,4,11.804000000000002
13,174,7,6845.367999999948
13,174,9,31.526999999999994
0,175,3,9.94
0,175,5,4835.015999999959
0,175,6,3743.4239999999977
0,175,7,38116.15899999999
0,175,9,2925.94700000002
0,175,11,35035.07700000004
1,175,1,4757.332999999995
1,175,2,68128.82300000009
1,175,3,47237.86399999992
1,175,5,22707.362999999787
1,175,6,2168.0680000000016
2,175,1,3778.810999999998
2,175,2,72173.7449999999
2,175,4,3418.0529999999703
2,175,5,8045.756999999988
2,175,6,3402.063000000003
3,175,0,72735.254
3,175,1,53935.03799999991
5,175,0,1484.4390000000108
5,175,1,2422.034000000014
6,175,0,82778.06500000016
6,175,1,31.017
6,175,4,132930.05600000074
6,175,8,12.251
6,175,10,5825.146
6,175,12,1689.7889999999977
7,175,0,96218.65899999975
7,175,1,1140.7299999999989
7,175,2,1862.0759999999984
7,175,4,1401.9800000000123
7,175,6,31303.232000000025
7,175,8,3247.652999999996
8,175,2,11.840000000000002
8,175,4,10773.159000000063
8,175,5,30.976999999999997
8,175,9,74978.18399999988
9,175,1,13694.38799999998
9,175,2,16.29
9,175,7,45793.638000000086
9,175,8,106074.77300000029
9,175,9,5815.350000000005
9,175,10,5860.065999999995
10,175,0,2323.5280000000043
10,175,1,83745.47100000006
10,175,2,13579.324000000051
11,175,2,34859.10200000012
12,175,0,11213.230999999922
12,175,1,8143.36200000001
13,175,0,49669.95799999993
13,175,1,46339.12100000004
13,175,2,3346.949000000013
13,175,3,106689.56799999994
13,175,4,15.841999999999997
13,175,7,6875.606999999948
13,175,9,1908.6630000000018
0,176,3,10.718
0,176,5,4787.858999999951
0,176,6,3726.513999999999
0,176,7,38447.008000000096
0,176,9,2924.5700000000234
0,176,11,35358.515000000116
1,176,2,68590.98800000027
1,176,3,321515.5709999998
1,176,5,22580.124999999804
2,176,2,491505.23399999953
2,176,4,3415.4649999999656
2,176,5,7991.510999999975
3,176,0,73215.82300000009
3,176,1,367411.26999999926
5,176,0,1485.1400000000085
5,176,1,2425.9240000000086
6,176,0,564066.2760000003
6,176,1,32.838
6,176,4,133923.37600000078
6,176,8,12.854
6,176,10,5798.848999999988
7,176,0,656688.5989999997
7,176,1,1143.8679999999965
7,176,2,1857.415999999991
7,176,4,1401.0390000000102
7,176,6,31567.334000000064
8,176,2,12.261000000000001
8,176,4,10712.677000000065
8,176,5,33.224
8,176,9,75502.36900000002
9,176,1,13583.234999999993
9,176,2,17.567
9,176,7,311962.86599999986
9,176,8,722308.4010000008
10,176,1,571365.8479999985
10,176,2,13490.13900000003
11,176,2,35104.98300000009
12,176,0,11135.189999999915
13,176,0,338328.83300000045
13,176,1,316627.49300000066
13,176,2,3349.020000000018
13,176,3,726207.5460000003
13,176,4,16.343999999999998
13,176,7,6840.138999999945
0,177,3,8.050999999999998
0,177,5,4761.974999999952
0,177,6,3709.974
0,177,7,38794.00100000007
0,177,9,2923.818000000025
0,177,11,35483.37400000009
1,177,2,68930.94200000027
1,177,3,301338.2409999997
1,177,5,22398.023999999798
2,177,2,461659.39500000025
2,177,4,3414.849999999978
2,177,5,7933.7719999999845
3,177,0,73627.31300000029
3,177,1,344659.7069999989
5,177,0,1484.751000000012
5,177,1,2424.698000000016
6,177,0,528144.7909999999
6,177,1,25.008000000000003
6,177,4,134703.19400000072
6,177,8,9.920000000000002
6,177,10,5756.523999999996
7,177,0,615165.0940000004
7,177,1,1139.7889999999998
7,177,2,1859.0619999999988
7,177,4,1399.331000000008
7,177,6,31722.247000000014
8,177,2,9.145
8,177,4,10633.639000000067
8,177,5,25.159999999999997
8,177,9,75982.15000000004
9,177,1,13503.665999999987
9,177,2,13.615999999999998
9,177,7,292468.9820000002
9,177,8,676347.2120000004
10,177,1,536417.9579999999
10,177,2,13402.771000000046
11,177,2,35235.09200000008
12,177,0,11063.16599999993
13,177,0,317148.9549999999
13,177,1,296155.2929999998
13,177,2,3347.684000000017
13,177,3,680394.3490000024
13,177,4,12.913000000000002
13,177,7,6788.408999999933
0,178,3,6.2250000000000005
0,178,5,4770.994999999951
0,178,6,3707.706000000003
0,178,7,38410.62099999998
0,178,9,2920.198000000034
0,178,11,35162.48700000009
1,178,2,68576.27900000013
1,178,3,225054.27099999934
1,178,5,22490.017999999778
2,178,2,344526.3919999997
2,178,4,3416.267999999975
2,178,5,7972.242999999986
3,178,0,73325.36299999998
3,178,1,257545.85699999903
5,178,0,1485.0290000000107
5,178,1,2419.269000000013
6,178,0,395560.3519999988
6,178,1,19.056
6,178,4,134035.7700000008
6,178,8,7.181000000000001
6,178,10,5775.002999999998
7,178,0,460434.28900000016
7,178,1,1142.3619999999992
7,178,2,1861.7879999999932
7,178,4,1401.4330000000086
7,178,6,31510.58700000005
8,178,2,7.386
8,178,4,10676.141000000052
8,178,5,19.358999999999998
8,178,9,75508.38999999991
9,178,1,13539.149999999985
9,178,2,10.134
9,178,7,218548.96800000002
9,178,8,505965.9860000006
10,178,1,400912.3679999998
10,178,2,13440.447000000082
11,178,2,35058.200000000084
12,178,0,11096.555999999917
13,178,0,237715.6570000003
13,178,1,222165.39699999953
13,178,2,3346.2990000000123
13,178,3,509421.5290000009
13,178,4,10.022
13,178,7,6809.59499999995
0,179,3,6.225
0,179,5,4807.066999999957
0,179,6,3746.4350000000063
0,179,7,37913.579999999936
0,179,9,2924.7220000000316
0,179,11,34553.800000000054
1,179,2,67558.77200000004
1,179,3,48872.42000000026
1,179,5,22677.29499999977
2,179,2,74667.01999999967
2,179,4,3415.9399999999773
2,179,5,8019.772999999969
3,179,0,71996.24699999993
3,179,1,55773.9600000001
5,179,0,1487.3080000000136
5,179,1,2424.521000000012
6,179,0,85711.33200000046
6,179,1,19.205000000000002
6,179,4,131741.10300000056
6,179,8,7.401
6,179,10,5811.125999999987
7,179,0,99694.6940000004
7,179,1,1141.0350000000003
7,179,2,1858.729999999993
7,179,4,1399.9290000000055
7,179,6,31112.836000000036
8,179,2,7.135
8,179,4,10744.22500000008
8,179,5,19.341
8,179,9,74221.67899999989
9,179,1,13649.557999999986
9,179,2,10.474
9,179,7,47393.198000000106
9,179,8,109624.89799999929
10,179,1,86751.33000000025
10,179,2,13568.567000000057
11,179,2,34532.08100000015
12,179,0,11182.186999999929
13,179,0,51353.66899999974
13,179,1,47961.30599999962
13,179,2,3347.0080000000157
13,179,3,110285.0969999999
13,179,4,10.021999999999998
13,179,7,6862.083999999944
0,180,3,3.003
0,180,5,4794.345999999952
0,180,6,3723.9090000000037
0,180,7,37600.27800000006
0,180,9,2917.661000000032
0,180,11,34474.29200000004
1,180,2,67085.33600000013
1,180,3,48956.76000000017
1,180,5,22572.29899999983
2,180,2,75106.25399999981
2,180,4,3419.7439999999715
2,180,5,8006.767999999974
3,180,0,71658.43099999997
3,180,1,56239.27800000008
5,180,0,1488.9350000000115
5,180,1,2419.038000000009
6,180,0,86056.02100000055
6,180,1,9.727
6,180,4,131216.55300000095
6,180,8,3.58
6,180,10,5787.906999999993
7,180,0,100203.66600000042
7,180,1,1138.267999999999
7,180,2,1859.056999999992
7,180,4,1398.9080000000104
7,180,6,30869.837000000036
8,180,2,3.36
8,180,4,10711.780000000052
8,180,5,9.743
8,180,9,73957.96999999981
9,180,1,13595.15899999997
9,180,2,5.176
9,180,7,47639.41100000007
9,180,8,110239.79999999923
10,180,1,87294.00700000027
10,180,2,13490.703000000067
11,180,2,34257.38500000014
12,180,0,11140.154999999926
13,180,0,51596.75299999959
13,180,1,48173.13799999968
13,180,2,3342.105000000017
13,180,3,110930.92599999983
13,180,4,4.777
13,180,7,6843.13799999994
0,181,3,4.189
0,181,5,4866.049999999963
0,181,6,3768.0330000000035
0,181,7,37533.33299999998
0,181,9,2922.1510000000217
0,181,11,34424.722
1,181,2,66926.43700000022
1,181,3,262910.2749999999
1,181,5,22888.702999999794
2,181,2,402847.21200000035
2,181,4,3418.4949999999776
2,181,5,8110.8229999999685
3,181,0,71537.59100000013
3,181,1,301362.9569999999
5,181,0,1487.0670000000123
5,181,1,2421.7560000000076
6,181,0,461754.12199999974
6,181,1,13.437
6,181,4,130743.91800000051
6,181,8,5.123
6,181,10,5870.975999999994
7,181,0,538475.1840000016
7,181,1,1143.1730000000014
7,181,2,1864.1059999999968
7,181,4,1399.5170000000098
7,181,6,30827.539000000008
8,181,2,5.239000000000001
8,181,4,10835.178000000076
8,181,5,13.646
8,181,9,73697.2439999999
9,181,1,13773.03699999997
9,181,2,7.182999999999999
9,181,7,255517.3270000001
9,181,8,591706.088999999
10,181,1,469460.5280000016
10,181,2,13663.266000000041
11,181,2,34307.03800000011
12,181,0,11276.34799999993
13,181,0,277073.86900000006
13,181,1,259517.80199999947
13,181,2,3344.671000000016
13,181,3,596432.9419999985
13,181,4,7.152
13,181,7,6929.541999999937
0,182,3,1.282
0,182,5,4814.339999999958
0,182,6,3754.471
0,182,7,37608.658000000054
0,182,9,2922.8200000000293
0,182,11,34416.57800000008
1,182,2,67133.50100000008
1,182,3,134570.6529999997
1,182,5,22699.72599999979
2,182,2,206304.24000000086
2,182,4,3417.119999999978
2,182,5,8032.518999999969
3,182,0,71702.87500000017
3,182,1,154052.40100000004
5,182,0,1486.87100000001
5,182,1,2423.5490000000177
6,182,0,236613.95800000106
6,182,1,3.974
6,182,4,131211.64700000046
6,182,8,1.447
6,182,10,5830.519000000004
7,182,0,275366.30299999943
7,182,1,1140.3269999999995
7,182,2,1860.8379999999945
7,182,4,1398.181000000006
7,182,6,30820.84100000007
8,182,2,1.508
8,182,4,10776.996000000056
8,182,5,3.9
8,182,9,74019.18899999987
9,182,1,13671.033999999992
9,182,2,2.08
9,182,7,130833.06899999993
9,182,8,302360.69000000093
10,182,1,239589.07400000095
10,182,2,13571.63800000005
11,182,2,34335.47800000007
12,182,0,11203.878999999946
13,182,0,142227.10499999934
13,182,1,132650.35500000123
13,182,2,3346.644000000005
13,182,3,305123.4820000002
13,182,4,1.959
13,182,7,6872.795999999934
0,183,3,4.9799999999999995
0,183,5,4644.150999999968
0,183,6,3614.312000000003
0,183,7,37212.97399999992
0,183,9,2924.4550000000268
0,183,11,33900.56600000001
1,183,2,66129.13700000005
1,183,3,293228.60099999973
1,183,5,21872.470999999798
2,183,2,448880.0050000012
2,183,4,3417.031999999981
2,183,5,7754.453999999971
3,183,0,70728.17300000011
3,183,1,335796.25400000066
5,183,0,1484.7630000000124
5,183,1,2421.816000000017
6,183,0,515317.21100000275
6,183,1,15.476999999999999
6,183,4,129360.79500000074
6,183,8,6.1370000000000005
6,183,10,5608.565000000009
7,183,0,600351.4489999997
7,183,1,1140.950000000001
7,183,2,1860.1669999999951
7,183,4,1400.7220000000107
7,183,6,30550.56299999998
8,183,2,5.742999999999999
8,183,4,10367.705000000049
8,183,5,15.804
8,183,9,72917.86700000007
9,183,1,13177.417999999994
9,183,2,8.434000000000001
9,183,7,285428.36600000184
9,183,8,660122.5239999995
10,183,1,522740.65599999984
10,183,2,13083.243000000031
11,183,2,33960.91100000012
12,183,0,10795.023999999956
13,183,0,309953.3819999998
13,183,1,288660.81300000066
13,183,2,3344.7680000000114
13,183,3,664286.2550000018
13,183,4,8.034
13,183,7,6617.766999999963
0,184,3,3.1450000000000005
0,184,5,4701.78099999996
0,184,6,3666.4509999999977
0,184,7,37684.947000000015
0,184,9,2925.203000000027
0,184,11,34605.34400000004
1,184,2,67255.24100000021
1,184,3,304103.12299999903
1,184,5,22172.07199999976
2,184,2,464346.8319999982
2,184,4,3417.325999999978
2,184,5,7857.47299999998
3,184,0,71659.06999999999
3,184,1,345411.7399999994
5,184,0,1485.6820000000116
5,184,1,2425.68300000001
6,184,0,531529.5599999961
6,184,1,9.486
6,184,4,131263.5780000007
6,184,8,3.8710000000000004
6,184,10,5672.565999999997
7,184,0,619174.4410000002
7,184,1,1138.7669999999987
7,184,2,1862.8099999999945
7,184,4,1400.8160000000112
7,184,6,30871.74600000002
8,184,2,3.477
8,184,4,10502.22800000005
8,184,5,9.651
8,184,9,73977.05399999996
9,184,1,13343.901999999998
9,184,2,5.231
9,184,7,294007.8309999985
9,184,8,680396.6950000001
10,184,1,539048.2220000013
10,184,2,13234.464000000036
11,184,2,34495.205000000096
12,184,0,10929.694999999938
13,184,0,319637.6959999993
13,184,1,297961.14299999987
13,184,2,3347.1580000000135
13,184,3,685621.3379999993
13,184,4,4.811
13,184,7,6708.754999999938
0,185,3,3.7450000000000006
0,185,5,4821.483999999966
0,185,6,3771.5930000000044
0,185,7,38473.299000000006
0,185,9,2920.4880000000303
0,185,11,35262.66500000005
1,185,2,68666.6080000002
1,185,3,287778.56500000105
1,185,5,22728.047999999835
2,185,2,441128.90099999914
2,185,4,3413.4859999999726
2,185,5,8052.771999999981
3,185,0,73301.79300000006
3,185,1,329195.9439999986
5,185,0,1486.8810000000108
5,185,1,2421.7400000000093
6,185,0,505265.3580000003
6,185,1,11.378
6,185,4,134014.37700000094
6,185,8,4.793
6,185,10,5828.521999999996
7,185,0,588743.1420000002
7,185,1,1140.2190000000014
7,185,2,1858.453999999993
7,185,4,1399.4270000000085
7,185,6,31625.350000000028
8,185,2,4.345
8,185,4,10761.64700000005
8,185,5,11.667000000000002
8,185,9,75711.44699999993
9,185,1,13688.008999999993
9,185,2,6.239
9,185,7,279974.7749999998
9,185,8,646347.4940000005
10,185,1,512043.5069999996
10,185,2,13583.200000000052
11,185,2,35247.76900000006
12,185,0,11208.665999999928
13,185,0,302038.1570000005
13,185,1,282582.42600000027
13,185,2,3342.358000000011
13,185,3,650916.5580000014
13,185,4,5.9670000000000005
13,185,7,6880.940999999961
0,186,3,2.42
0,186,5,4734.354999999955
0,186,6,3680.1440000000002
0,186,7,37545.27199999998
0,186,9,2917.008000000027
0,186,11,34363.731000000036
1,186,2,67042.91600000017
1,186,3,281385.073
1,186,5,22255.0299999998
2,186,2,431436.3070000006
2,186,4,3412.6759999999767
2,186,5,7887.102999999973
3,186,0,71399.56200000005
3,186,1,322098.9679999983
5,186,0,1483.4950000000147
5,186,1,2424.212000000008
6,186,0,494084.1620000001
6,186,1,7.869999999999999
6,186,4,130916.90000000077
6,186,8,3.0220000000000002
6,186,10,5701.613999999997
7,186,0,574597.2019999999
7,186,1,1141.2689999999982
7,186,2,1852.7739999999953
7,186,4,1399.7830000000106
7,186,6,30857.799999999992
8,186,2,2.727
8,186,4,10554.603000000068
8,186,5,7.8870000000000005
8,186,9,73756.36499999996
9,186,1,13405.433999999976
9,186,2,4.18
9,186,7,273312.44800000044
9,186,8,632313.0060000008
10,186,1,500700.4390000008
10,186,2,13300.861000000068
11,186,2,34456.72200000008
12,186,0,10973.107999999931
13,186,0,296064.35099999997
13,186,1,276644.40299999976
13,186,2,3338.565000000013
13,186,3,637017.4400000004
13,186,4,3.912
13,186,7,6735.260999999954
0,187,3,6.5729999999999995
0,187,5,4633.602999999953
0,187,6,3610.075000000002
0,187,7,37688.9720000001
0,187,9,2920.1320000000233
0,187,11,34539.36800000004
1,187,2,67140.58400000016
1,187,3,286438.883
1,187,5,21851.74499999979
2,187,2,438837.4200000005
2,187,4,3415.0469999999773
2,187,5,7741.307999999977
3,187,0,71533.62200000006
3,187,1,327682.7899999998
5,187,0,1487.3340000000114
5,187,1,2423.9380000000056
6,187,0,502928.446999998
6,187,1,21.007
6,187,4,131001.14100000059
6,187,8,7.99
6,187,10,5611.941000000002
7,187,0,585316.1790000004
7,187,1,1143.040999999998
7,187,2,1860.370999999995
7,187,4,1399.339000000012
7,187,6,30975.10300000007
8,187,2,7.802999999999999
8,187,4,10365.639000000063
8,187,5,21.412999999999997
8,187,9,73899.21199999997
9,187,1,13156.586999999992
9,187,2,11.548
9,187,7,278376.69699999975
9,187,8,643849.7029999997
10,187,1,509714.9050000008
10,187,2,13059.089000000042
11,187,2,34377.09900000008
12,187,0,10776.028999999939
13,187,0,301672.38400000014
13,187,1,281896.7579999996
13,187,2,3345.56100000001
13,187,3,647935.1669999997
13,187,4,10.944
13,187,7,6608.889999999944
0,188,3,4.961
0,188,5,4838.069999999958
0,188,6,3751.333000000001
0,188,7,38509.03400000012
0,188,9,2919.027000000023
0,188,11,35223.115000000114
1,188,2,68599.73900000025
1,188,3,290147.4139999994
1,188,5,22643.116999999813
2,188,2,445143.55000000197
2,188,4,3417.731999999981
2,188,5,8018.99999999997
3,188,0,73020.95900000022
3,188,1,332816.7239999994
5,188,0,1487.3730000000132
5,188,1,2425.453000000013
6,188,0,510276.5599999973
6,188,1,15.400999999999998
6,188,4,133924.5230000004
6,188,8,6.051
6,188,10,5809.165999999986
7,188,0,593400.624
7,188,1,1142.4129999999984
7,188,2,1861.3999999999942
7,188,4,1397.879000000013
7,188,6,31602.807000000033
8,188,2,5.8
8,188,4,10726.138000000063
8,188,5,15.770999999999999
8,188,9,75336.73999999986
9,188,1,13645.963999999994
9,188,2,8.403
9,188,7,281737.72299999936
9,188,8,652895.1349999983
10,188,1,516804.58700000006
10,188,2,13534.094000000063
11,188,2,35214.42700000012
12,188,0,11168.677999999929
13,188,0,306009.49499999936
13,188,1,286078.0960000004
13,188,2,3346.2420000000166
13,188,3,657217.3679999991
13,188,4,7.987
13,188,7,6845.795999999945
0,189,3,0.616
0,189,4,18078.167
0,189,5,4863.769999999957
0,189,6,3787.153000000002
0,189,7,39243.4710000001
0,189,9,2924.3740000000275
0,189,11,35953.07300000005
1,189,2,70047.3510000003
1,189,3,297225.55199999874
1,189,5,22923.808999999783
1,189,7,29196.670000000006
2,189,2,456594.1230000005
2,189,4,3420.4379999999705
2,189,5,8123.8119999999935
3,189,0,74852.25200000024
3,189,1,341250.8230000006
3,189,2,6432.438000000001
5,189,0,1484.714000000013
5,189,1,2421.7130000000066
6,189,0,522810.2549999991
6,189,1,1.837
6,189,4,136779.52900000045
6,189,7,19204.887000000002
6,189,8,0.76
6,189,10,5865.712999999994
6,189,13,7772.133999999996
7,189,0,609777.9290000002
7,189,1,1137.175999999998
7,189,2,1860.7449999999956
7,189,3,8382.576999999997
7,189,4,1401.2250000000072
7,189,5,18407.836999999992
7,189,6,32184.839000000047
8,189,1,9837.397000000004
8,189,2,0.772
8,189,4,10876.428000000036
8,189,5,1.872
8,189,7,17781.94
8,189,9,77005.82300000002
9,189,1,13801.229999999956
9,189,2,1.059
9,189,7,289358.2009999999
9,189,8,669373.2260000011
9,189,11,15615.542999999985
10,189,1,530124.4000000007
10,189,2,13696.106000000049
11,189,1,12846.870999999988
11,189,2,35755.598000000035
11,189,3,15662.657999999989
12,189,0,11304.34399999992
13,189,0,313346.6739999994
13,189,1,293173.7899999999
13,189,2,3347.0510000000095
13,189,3,675013.6830000002
13,189,4,0.985
13,189,7,6937.933999999953
0,190,3,5.6209999999999996
0,190,5,115535.87499999978
0,190,6,89596.14000000012
0,190,7,38372.19800000001
0,190,9,2920.640000000029
0,190,11,35265.803000000116
1,190,2,68509.86400000023
1,190,3,300008.5669999998
1,190,5,542957.7759999991
2,190,2,460399.32800000045
2,190,4,3420.057999999978
2,190,5,192694.91900000026
3,190,0,73257.13000000005
3,190,1,343946.88200000016
5,190,0,1488.1920000000118
5,190,1,2424.8950000000123
6,190,0,526220.3909999992
6,190,1,17.434
6,190,4,133878.96500000052
6,190,8,6.671
6,190,10,138838.05299999999
7,190,0,613555.979000001
7,190,1,1141.3989999999992
7,190,2,1856.2429999999936
7,190,4,1399.81600000001
7,190,6,31677.92300000003
8,190,2,6.57
8,190,4,257754.19100000005
8,190,5,17.542
8,190,9,75667.40099999991
9,190,1,326719.6960000002
9,190,2,9.325000000000001
9,190,7,292229.03600000043
9,190,8,674632.2270000007
10,190,1,534556.0570000007
10,190,2,324622.4519999998
11,190,2,35092.77400000008
12,190,0,267938.6629999999
13,190,0,316780.9500000008
13,190,1,296078.98599999957
13,190,2,3346.9450000000156
13,190,3,679667.6590000008
13,190,4,8.752
13,190,7,163932.98100000017
0,191,3,4.369
0,191,5,102017.27100000027
0,191,6,79787.03500000143
0,191,7,38707.25300000011
0,191,9,2919.0520000000242
0,191,11,35480.709000000126
1,191,2,69068.19100000014
1,191,3,289906.1920000009
1,191,5,480837.64799999725
2,191,2,444513.66100000014
2,191,4,3418.2799999999825
2,191,5,170040.94599999848
3,191,0,73646.29200000009
3,191,1,332151.20499999763
5,191,0,1484.9360000000097
